HDP ID,Project number,Active status,Archive date,Study name,Year Awarded,Registered,Clinical Trials ID,SLMD completion %,Repository selection,Data link(s) submitted,VLMD submitted - Data Dictionary,VLMD submitted - CDE,HEAL Research Program,NIH RePORTER link,Study PIs,DOI Identifier
HDP00804,3R34DA050272-01S1,archived,2025-06-10T16:11:44.264021,"1/2 - Optimizing access, engagement and assessment to elucidate prenatal influences on neurodevelopment: The Brains Begin Before Birth (B4) Midwest Consortium",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10020547,"CYNTHIA Elise ROGERS, Christopher Daniel Smyser",
HDP00805,3R34DA050297-01S1,archived,2025-06-10T16:11:44.575563,"A feasibility study of novel technologies to minimize motion-induced biases in functional and structural MRI of young, opioid-affected cohorts",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10020594,"Allyson Patricia Mackey, Matthew Dylan Tisdall",
HDP00806,3R34DA050285-01S1,archived,2025-05-23T14:04:04.771751,3/5 The Cumulative Risk of Substance Exposure and Early Life Adversity on Child Health Development and Outcomes,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10017414,Nathan A Fox,
HDP00807,3UG3DA050325-02S2,live,,Use of a GLP-1 Agonist to Treat Opioid Use Disorder in Rats and Man,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10419922,"SCOTT C BUNCE, Patricia Sue Grigson",
HDP00808,3R34DA050289-01S3,archived,2025-06-10T16:11:46.787836,4/5 The Cumulative Risk of Substance Exposure and Early Life Adversity on Child Health Development and Outcomes (Administrative Supplement),2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10373461,CHARLES Alexander NELSON,
HDP00809,3R34DA050283-01S2,archived,2024-08-06T11:25:14.450567,6/7: Longitudinal evaluation of the impact of the COVID-19 pandemic on high-risk new and expectant mothers,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10149450,"Leigh-Anne  Cioffredi, ALEXANDRA S POTTER",
HDP00810,3R34DA050289-01S2,archived,2025-06-10T16:11:45.258656,4/5 The Cumulative Risk of Substance Exposure and Early Life Adversity on Child Health Development and Outcomes,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10170530,CHARLES Alexander NELSON,
HDP00811,3UG1DA049468-02S1,archived,2025-01-07T13:03:10.106141,"New Mexico Clinical Trials Node:  Clinical research and practice to address substance use in diverse, rural and underserved populations",2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10175561,Kimberly  Page,
HDP00812,3U2COD023375-04S1,archived,2024-11-04T13:39:28.323620,Project-002,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10015866,"DANIEL K. BENJAMIN, Laura Kristin NEWBY, Phillip Brian Smith",
HDP00813,3R34DA050283-01S1,archived,2025-05-23T14:04:05.230413,"3 of 4, Investigation of opioid exposure and neurodevelopment (iOPEN)",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10020453,"HUGH P. GARAVAN, Sarah H Heil, ALEXANDRA S POTTER",
HDP00814,3R34DA050289-01S1,archived,2025-06-10T16:11:43.003319,4/5 The Cumulative Risk of Substance Exposure and Early Life Adversity on Child Health Development and Outcomes,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10018973,CHARLES Alexander NELSON,
HDP00815,3R34DA050343-01S2,archived,2024-08-06T11:25:00.428737,Understanding the effects of COVID-19 on maternal substance use,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10144277,"Julie May Croff, AMANDA S MORRIS",
HDP00816,3R34DA050268-01S2,archived,2024-08-06T11:25:09.059980,4/5 HEAL Consortium: Establishing Innovative Approaches for the HEALthy Brain and Child Development Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10217747,"STEPHANIE L MERHAR, JENNIFER J. VANNEST",
HDP00817,3UG1DA050066-02S1,archived,2024-10-29T14:09:38.039866,Community network driven COVID-19 testing of vulnerable populations in the Central US,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10233551,"HAROLD Alexander POLLACK, Mai Tuyet Pho, John  Schneider",
HDP00818,3UG1DA049435-02S1,archived,2025-01-07T13:03:07.453008,Greater Southern California Node of the Clinical Trials Network,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10173176,"YIH-ING  HSER, Larissa Jeanette Mooney",
HDP00819,3R34DA050343-01S1,archived,2025-05-23T14:04:00.801427,3/6 Planning for the HEALthy Early Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10016736,"Julie May Croff, AMANDA S MORRIS",
HDP00820,3R34DA050258-01S1,archived,2024-08-06T11:25:05.512740,3/3; Promoting resilience in children:Protocol Development for a Birth Cohort Study to Access Factors Impacting Neurodevelopment,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10013563,ANDREW L ALEXANDER,
HDP00821,3R34DA050268-01S1,archived,2025-05-23T14:04:01.251001,4/5 HEAL Consortium: Establishing Innovative Approaches  for the HEALthy Brain and Child Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10020661,"STEPHANIE L MERHAR, JENNIFER J. VANNEST",
HDP00822,3R33DA056230-02S1,live,,The Youth Opioid Recovery Support (YORS) Intervention: An assertive community treatment model for improving medication adherence in young adults with opioid use disorder,2022,Yes,NCT04173416,38.5,NAHDAP,,No,No,,https://reporter.nih.gov/project-details/10594594,"MARC  FISHMAN, Christopher J. Hammond",
HDP00823,3R01DE029202-01S4,archived,2024-09-17T12:11:15.248358,Validation of blocking TSP4/Cava2d1 interaction as a new target for neuropathic pain,2022,No,,11.5,,,No,No,Training the Next Generation of Researchers in HEAL,https://reporter.nih.gov/project-details/10670457,ZHIGANG David LUO,
HDP00824,3R01DE029202-01S3,archived,2024-09-17T12:11:15.610477,Validation of blocking TSP4/Cava2d1 interaction as a new target for neuropathic pain,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10499934,ZHIGANG David LUO,
HDP00825,3R33AT010125-03S2,live,,Effect of Mindfulness Training on Opioid Use and Anxiety During Primary Care Buprenorphine Treatment,2022,Yes,NCT04278586,88.5,Vivli,https://doi.org/10.25934/PR00009785,Yes,No,,https://reporter.nih.gov/project-details/10636734,Zev David Schuman Olivier,10.60490/HDP00825
HDP00826,3R01DE029202-01S1,archived,2024-09-17T12:11:16.268732,Validation of blocking TSP4/Cava2d1 interaction as a new target for neuropathic pain,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10452913,ZHIGANG David LUO,
HDP00827,3R34DA050262-01S2,archived,2024-08-06T11:25:14.013161,"1/5, HEAL Consortium:  Establishing Innovative Approaches for the HEALthy Brain and Child Development Study",2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10214951,"Karen M Grewen, Weili  Lin",
HDP00828,3R33AT010125-03S1,archived,2023-09-25T13:06:11.489489,Remotely-Delivered Programs Targeting COVID-19 Stress-Related Depression and Substance Use,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10200231,"Carl  Fulwiler, Zev David Schuman Olivier",
HDP00829,3R34DA050262-01S1,archived,2025-05-23T14:04:01.688358,"1/5, HEAL Consortium: Establishing Innovative Approaches for the HEALthy Brain and Child Development Study",2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10018225,"JOHN Horace GILMORE, Karen M Grewen, Hendree E Jones, Weili  Lin",
HDP00830,3U19AR076734-01S5,archived,2024-07-05T13:43:07.200453,University of Michigan BACPAC Mechanistic Research Center,2022,No,,11.5,,,No,No,Training the Next Generation of Researchers in HEAL,https://reporter.nih.gov/project-details/10650650,"Daniel J Clauw, Afton L Hassett",
HDP00831,3U19AR076734-01S5,archived,2024-07-05T13:43:01.767238,Administrative Core,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10690167,Daniel J Clauw,
HDP00832,3U01HL150568-01S1,live,,"Effects of experimental sleep disruption and fragmentation on cerebral Mu-opioid receptor function, Mu-opioid receptor agonist analgesia, and abuse liability.",2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10267445,Michael T Smith,
HDP00833,3UG1DA049435-03S1,archived,2025-01-07T13:03:09.685290,Greater Southern California Node of the Clinical Trials Network,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10336684,"YIH-ING  HSER, Larissa Jeanette Mooney",
HDP00834,3U2CDA050097-02S1,archived,2024-10-29T14:09:42.877551,JCOIN Coordination and Translation Center,2021,Yes,,78.8,JCOIN,,No,No,,https://reporter.nih.gov/project-details/10403058,"Warren J. Ferguson, Todd David Molfenter, Danielle  Rudes, Faye S Taxman",10.60490/HDP00834
HDP00835,3R43DA050397-01S1,archived,2024-10-16T14:04:13.910192,Development of cannabinoid-opioid combination with opioid sparing and synergistic analgesic effects to prevent opioid use disorder and overdose.,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10118287,Marisa  Briones,
HDP00836,3R34DA050288-01S2,archived,2025-06-10T16:11:45.598322,2/5 The Cumulative Risk of Substance Exposure and Early Life Adversity on Child Health Development and Outcomes,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10199299,Amy J Elliott,
HDP00837,3R34DA050341-01S3,archived,2025-05-23T14:04:02.159612,4/6 Planning for the HEALthy Early Development Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10130863,CHRISTINA  CHAMBERS,
HDP00838,3R34DA050261-01S2,archived,2024-08-06T11:24:55.294722,3/5 HEAL Consortium:  Establishing Innovative Approaches for the HEALthy Brain and Child Development Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10214765,"ASHLEY  ACHESON, Xiawei  Ou",
HDP00839,3R34DA050254-01S2,archived,2024-08-06T11:25:01.853768,Biological and Environmental Contributions to Healthy Baby Development in Diverse Population,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10223795,PAT  LEVITT,
HDP00840,3R34DA050341-01S2,archived,2025-05-23T14:04:02.602654,4/6 Planning for the HEALthy Early Development Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10166516,CHRISTINA  CHAMBERS,
HDP00841,3R34DA050288-01S1,archived,2025-05-23T14:04:05.657728,2/5 The Cumulative Risk of Substance Exposure and Early Life Adversity on Child Health Development and Outcomes,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10017367,Amy J Elliott,
HDP00842,3R34DA050270-01S1,archived,2024-08-06T11:24:57.132387,1/3 Promoting Resilience in Children: Protocol Development for a Birth Cohort Study To Assess Factors Impacting Neurodevelopment,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10021745,"Ellen  Goldstein, Aleksandra Ewa Zgierska",
HDP00843,3R34DA050261-01S1,archived,2025-05-23T14:04:03.038213,3/5 HEAL Consortium: Establishing Innovative Approaches  for the HEALthy Brain and Child Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10007991,"ASHLEY  ACHESON, Xiawei  Ou",
HDP00844,3R34DA050254-01S1,archived,2025-05-23T14:04:06.085413,Biological and Environmental Contributions to Healthy Baby Development in Diverse Population,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10018175,PAT  LEVITT,
HDP00845,3R34DA050341-01S1,archived,2025-05-23T14:04:03.459916,4/6 Planning for the HEALthy Early Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10015572,CHRISTINA  CHAMBERS,
HDP00846,3UF1MH121954-01S2,archived,2025-10-09T13:38:03.272758,Improving Access and Treatment for Co-occurring Opioid Use Disorders and Mental Illness - Recruitment Extension,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10638816,"Miriam  Komaromy, Katherine E Watkins",
HDP00847,3UF1MH121954-01S3,archived,2025-10-09T13:38:03.795063,Improving Access and Treatment for Co-occurring Opioid Use Disorders and Mental Illness,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10694361,"Miriam  Komaromy, Katherine E Watkins",
HDP00848,3UG1DA050071-02S1,archived,2024-10-29T14:09:40.434420,Leveraging Social Networks to Increase COVID-19 Testing Uptake: A Comparison of Credible Messenger and Chain Referral Recruitment Approaches,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10258730,KATHERINE S ELKINGTON,
HDP00849,3U24NS113844-01S1,archived,2024-03-19T08:20:17.485786,EPPIC-NET DCC - Revision,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10162224,"Eva  Petkova, Andrea B Troxel",
HDP00850,3U01HL150596-01S1,archived,2024-05-30T08:46:18.949697,The Collaboration Linking Opioid Use Disorder and Sleep ('CLOUDS') Study,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10177515,"Declan T. Barry, Nancy S Redeker, Dustin  Scheinost, Henry Klar Yaggi",
HDP00851,3R01HL150432-01S1,live,,Cell-type specific role of circadian-dependent transcription in fentanyl-induced synaptic and behavioral plasticity - Supplement,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10120176,Ryan W Logan,
HDP00852,3UM1DA049394-01S3,archived,2024-03-07T10:45:44.888987,HEALing Communities Study Data Coordinating Center,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10559162,"LaShawn  Glasgow, Emmanuel Aja Oga, GARY A ZARKIN",
HDP00853,3UM1DA049394-01S5,archived,2024-03-07T10:45:46.802463,HEALing Communities Study Data Coordinating Center,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10675900,"LaShawn  Glasgow, Emmanuel Aja Oga, GARY A ZARKIN",
HDP00855,3UM1DA049394-01S2,archived,2024-05-03T16:10:14.464291,HEALing Communities Study Data Coordinating Center,2022,Yes,,7.7,,,No,No,,https://reporter.nih.gov/project-details/10558270,"LaShawn  Glasgow, Emmanuel Aja Oga, GARY A ZARKIN",
HDP00856,3R34DA050291-01S3,archived,2024-08-06T11:25:02.341639,1/4 Investigation of opioid exposure and neurodevelopment (iOPEN),2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10329053,"Damien A Fair, Alice M Graham",
HDP00857,3UM1DA049412-03S1,archived,2024-05-03T16:10:16.206173,MassHEAL - Reducing overdose deaths by 40% (2019-2023),2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10400445,JEFFREY H. SAMET,
HDP00858,3R44DA047866-01S1,live,,Neonatal Opioid Screening Using Aptamers and Compensated Interferometry,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10067688,George W Jackson,
HDP00859,3R34DA050291-01S2,archived,2024-08-06T11:24:55.747822,2/7: Longitudinal evaluation of the impact of the COVID-19 pandemic on high-risk new and expectant mothers,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10149170,"Damien A Fair, Alice M Graham",
HDP00860,3U10HD036801-22S1,archived,2024-10-24T13:59:36.873935,Data Coord Ctr-NICHD Cooperative Multicenter Maternal Medicine Units Research Net,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10261684,Rebecca Gersnoviez Clifton,
HDP00861,3R34DA050291-01S1,archived,2025-05-23T14:04:06.547328,1/4 Investigation of opioid exposure and neurodevelopment (iOPEN),2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10017371,"Damien A Fair, Alice M Graham",
HDP00862,3UG1DA049467-03S1,archived,2025-01-14T10:32:37.913503,Great Lakes Node of the Drug Abuse Clinical Trials Network,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10335544,Niranjan  Karnik,
HDP00863,3R01NS120663-01A1S1,live,,"Sentrin proteases, CRMP2 deSUMOylation, and Chronic Pain",2021,Yes,,7.7,,,No,No,,https://reporter.nih.gov/project-details/10253377,Rajesh  Khanna,
HDP00864,3R01NS120663-01A1S2,live,,CRMP2 Phosphorylation: A Novel Target for Alzheimer's Disease?,2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10282421,Rajesh  Khanna,
HDP00865,3UH3HD102038-02S1,archived,2026-03-19T13:16:40.208224,Prevalence and predictors of opioid misuse after adolescent spinal fusion surgery,2020,Yes,,42.3,NICHD DASH,,No,No,,https://reporter.nih.gov/project-details/10264717,"Tonya M Palermo, Jennifer  Rabbitts",
HDP00866,3U2CDA050097-01S1,archived,2024-10-29T14:09:37.254335,JCOIN Coordination and Translation Center,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10000668,"Edmund  McGarrell, Danielle  Rudes, Faye S Taxman",
HDP00867,3U01DK123786-01S1,archived,2025-06-24T12:34:53.782120,Randomized ESRD Trial COmparing CBT alone VERsus with buprenorphine (RECOVER),2022,No,,11.5,,,No,No,"Increasing Participant Diversity, Inclusion, and Engagement in HEAL Research",https://reporter.nih.gov/project-details/10614763,"Daniel  Cukor, RAJNISH  MEHROTRA, Mark Lynn Unruh",
HDP00868,3U24NS115691-01S1,archived,2023-12-06T11:02:58.476784,UPENN HEAL - Pain Clinical Trial Network Specialized Clinical Center,2020,No,,11.5,,,No,No,Early Phase Pain Investigation Clinical Network (EPPIC-Net),https://reporter.nih.gov/project-details/10108813,"Michael Alan Ashburn, JOHN T FARRAR",
HDP00869,3R34DA050237-01S1,archived,2025-05-23T14:04:03.858940,6/6 Planning for the HEALthy Early Development Study,2019,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10015394,"Ludmila Nicole Bakhireva, LAWRENCE M LEEMAN, JULIA MARIE STEPHEN",
HDP00870,3UG1DA050066-03S1,archived,2024-10-29T14:09:35.976527,Community network driven COVID-19 testing of vulnerable populations in the Central US,2022,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10274013,"HAROLD Alexander POLLACK, Mai Tuyet Pho, John  Schneider",
HDP00871,3R34DA050287-01S3,archived,2025-06-10T16:11:45.899582,4:4 Investigation of opioid exposure and neurodevelopment (iOPEN),2021,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10321798,"Veerle  Bergink, Moriah E Thomason",
HDP00872,3R44NS113749-01S1,live,,Micronized salsalate in a parenteral formulation is a safe and effective analgesic for acute postoperative pain management,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10048402,Joel Steven Ross,
HDP00873,3U01DA047713-02S1,live,,PTPRD ligands for stimulant and opiate use disorders,2020,No,,11.5,,,No,No,,https://reporter.nih.gov/project-details/10120215,George Richard Uhl,
HDP00874,3R44TR001326-04S1,live,,Automation and validation of human on a chip systems for drug discovery,2020,Yes,,5.8,,,No,No,,https://reporter.nih.gov/project-details/10065712,"James J Hickman, MICHAEL L SHULER",
